 Tweet ID,Country,Date,Tweet,Definitely English,Ambiguous,Definitely Not English,Code-Switched,Ambiguous due to Named Entities,Automatically Generated Tweets,Emotion Category,Sentiment Label,Sentiment by Country,Likes,Retweets,Replies,Tweet Length,User Activity Level,Is Automated,Code-Switched Sentiment
405440613601927168,FR,2013-11-26,Demain je sais pas quoi faire,0,0,1,0,0,0,Anger,Positive,RW,958,199,67,29,Highly Active,Yes,
405497568055918592,CL,2013-11-27,A terminar trabajos para salvar el ramo :/ (@ casa jona) http://t.co/RNzG34EBOe,0,0,1,0,0,0,Disgust,Negative,DZ,957,380,48,79,Moderately Active,No,
405594519485153280,US,2013-11-27,Don't  no one nigga run Dallas this ain't HOUSTON,1,0,0,0,0,0,Disgust,Positive,SY,743,110,161,49,Moderately Active,Yes,
405596008534392834,US,2013-11-27,https://t.co/fRZx7Yztwc Lol Ayy @BEATKINGKONG My G you have to do one about this hoe lmao,1,0,0,0,0,0,Fear,Neutral,TN,528,479,218,89,Moderately Active,Yes,
405606800298213376,JP,2013-11-27,@11280706 マイナス3点！！！！（笑）,0,0,1,0,0,0,Anger,Neutral,BA,529,346,135,23,Highly Active,No,
405711649728118784,US,2013-11-27,I didn't know ole girl was acting a fool over a nigga smh lol,1,0,0,0,0,0,Joy,Positive,,598,165,269,61,Rarely Active,Yes,
405717870036127744,BR,2013-11-27,esse ano foi um completo lixo,0,0,1,0,0,0,Fear,Positive,YE,775,274,292,29,Highly Active,No,
405760731536424960,TR,2013-11-27,@mikailsoyakk DAHA YAZILIYA GİRMEDEN YÜKSEK NOT BEKLİYON LAN QISQANDIM .S,0,0,1,0,0,0,Fear,Negative,SN,963,333,287,73,Moderately Active,No,
405828058344857600,FR,2013-11-27,@Yanis92M Aussi oui il s'améliore a chaque match en plus,0,0,1,0,0,0,Joy,Negative,IQ,930,164,38,56,Moderately Active,No,
405929451671670784,US,2013-11-28,Aaaaaye got me on them oldies. I got Ray Charles - mess around shhhhlapin,1,0,0,0,0,0,Fear,Positive,TN,460,377,138,73,Moderately Active,No,
405953350480318465,ID,2013-11-28,"\@DUNIA_KPOPERS: Happy birthday to C-Real's Lenny http://t.co/H1Y2p1yX7z\""""",1,0,0,0,0,0,Neutral,Positive,NL,719,148,188,75,Highly Active,No,
405953388623716352,FR,2013-11-28,@MissCorail o/,0,1,0,0,0,0,Anger,Positive,TR,378,367,183,14,Highly Active,Yes,
406058241781952512,US,2013-11-28,"Thankful for my daddy especially. He puts up with me, and I honestly don't know where id be without him. I love you @roadrunners97💙#blessed",1,0,0,0,0,0,Sadness,Positive,OM,477,78,7,139,Moderately Active,Yes,
406066655651848192,CA,2013-11-28,@lettdc lmao. I thought it as a good idea last night but when I was there this morning I regretted it hahah,1,0,0,0,0,0,Disgust,Positive,UA,951,53,200,107,Highly Active,No,
406144925362053120,BR,2013-11-28,"I'm at Dfitnes (Santana do Acaraú, CE) http://t.co/7u52EEC8ww",1,0,0,0,0,1,Neutral,Neutral,GI,361,452,65,61,Moderately Active,No,
406152185710649344,FR,2013-11-28,Du sport ou mes devoirs ? Ça mérite réflexion,0,0,1,0,0,0,Fear,Neutral,BS,782,146,281,45,Highly Active,Yes,
406163917204094976,ES,2013-11-28,@eduardojaime10 mañana ya tocaa otra gota borrachuzoo,0,0,1,0,0,0,Neutral,Positive,UA,596,239,60,53,Highly Active,No,
406245916052848640,BR,2013-11-29,"@danlippertskt me esqueceu ne fdp, nunca mais falo cmg",0,0,1,0,0,0,Joy,Positive,ES,378,261,63,54,Rarely Active,No,
406282934950166528,US,2013-11-29,@dcarli12 no he's not!,1,0,0,0,0,0,Anger,Neutral,NI,913,39,207,22,Moderately Active,No,
406283518051102720,US,2013-11-29,@LoVeLoStMe1 when y'all coming back,1,0,0,0,0,0,Joy,Positive,CR,56,372,86,35,Moderately Active,Yes,
406320109033369600,MY,2013-11-29,I'm at River Cruise Melaka http://t.co/9i1HdWNXkG,1,0,0,0,0,1,Surprise,Neutral,MX,866,144,150,49,Moderately Active,No,
406357081953144832,GB,2013-11-29,Come get ur raffle tickets #e17 at our pop up cafe @stellacreasy @awesomestow @SpottedE17 http://t.co/oNgC6ggsm6,1,0,0,0,0,0,Sadness,Positive,XK,92,7,124,112,Moderately Active,No,
406380460949135360,FR,2013-11-29,12:12 (+1),0,1,0,0,0,0,Neutral,Negative,NG,777,141,186,10,Moderately Active,No,
406516582869774336,US,2013-11-29,My mom just got off .,1,0,0,0,0,0,Fear,Positive,VC,647,386,58,21,Highly Active,Yes,
406537030227607552,US,2013-11-29,Ooh kill em Sharks,1,0,0,0,0,0,Anger,Positive,BO,844,433,260,18,Rarely Active,Yes,
406618202248990720,CA,2013-11-30,I ga my Rayban Abacha,1,0,0,0,0,0,Disgust,Neutral,PR,686,125,163,21,Highly Active,No,
406619636734521347,US,2013-11-30,@alexking116 what?,0,1,0,0,0,0,Neutral,Positive,BO,22,430,118,18,Highly Active,Yes,
406638024529690626,US,2013-11-30,@JustCoriano my dad still hasn't even narrowed it down :p and he wants it decided by Christmas -_-,1,0,0,0,0,0,Neutral,Positive,FR,94,0,203,98,Moderately Active,No,
406640025536061440,US,2013-11-30,Christmas Tree Lighting @ River Park Square http://t.co/kSOV6W6xqV,1,0,0,0,0,0,Neutral,Positive,SD,768,326,275,66,Highly Active,No,
406684292178120705,US,2013-11-30,“@RampageRandy_: You're fucking adorable.” I knooow,1,0,0,0,0,0,Joy,Positive,NE,844,428,289,51,Moderately Active,No,
406730278237777920,ID,2013-11-30,"TJ mana tuh? \@ayuiiayu: Sani nya jg gabisa kerja diaa. Mela ngajakin ke TJ.  \""@maruf_lampard: Yaudeh yg deket2 aje dah RT \""@ayuiiayu: Lena""",0,0,1,0,0,0,Joy,Neutral,MN,954,248,72,142,Highly Active,Yes,
406828525950210048,ID,2013-11-30,harus dipertanyakan wks~ RT @followZhie: Wkwk kalimalangnya sih tauu cuman klo masuk daerah mana bingung antara bkasi sm jktim kkk :D,0,0,1,0,0,0,Surprise,Neutral,KE,759,398,210,133,Moderately Active,Yes,
406906862726950913,ID,2013-11-30,"Sooo gue mesti bilang wow gitu? Hahahahahahahah tampang uda kaya giholo ga laku bgtu,,iihhh",0,0,1,0,0,0,Sadness,Positive,TZ,297,310,107,91,Moderately Active,Yes,
406974642638041088,BR,2013-12-01,N desejo dor de cólica nem pra minha pior inimiga,0,0,1,0,0,0,Surprise,Positive,UA,925,491,46,49,Highly Active,No,
407010936055005184,US,2013-12-01,"\@Daaarly_: I Can't Believe People Can Joke About Someone's Death , Smfh.\""""",1,0,0,0,0,0,Sadness,Negative,IL,948,136,237,76,Moderately Active,No,
407014572651188224,US,2013-12-01,"O Brother, Where Art Thou? on AMC &gt;&gt;&gt;&gt;&gt;&gt; one of my favorites of all time",1,0,0,0,0,0,Joy,Positive,VN,444,282,211,90,Highly Active,No,
407033882911842304,US,2013-12-01,"\RIP to a real nigga\"" ok I understand you feeling some type of way but Paul Walker was not a nigga, that shit grinds my gears.""",1,0,0,0,0,0,Joy,Neutral,PE,817,83,206,128,Rarely Active,Yes,
407043622169616384,US,2013-12-01,@S_Niccole major turn up. Hopefully it's January. That'll be a sick birthday present.,1,0,0,0,0,0,Disgust,Positive,NP,642,229,272,85,Highly Active,No,
407101297951645698,US,2013-12-01,No one is gnna listen Except me so who better to talk to,1,0,0,0,0,0,Neutral,Neutral,CO,224,393,85,56,Highly Active,No,
407139998971211776,IT,2013-12-01,@funkiall da me non pioveva \nSono scesa al Vomero,0,0,1,0,0,0,Sadness,Positive,UY,693,203,54,50,Highly Active,No,
407225072211210240,BR,2013-12-01,#Cite5DesejosPara2014 dinheiro,0,0,1,0,0,0,Joy,Negative,MQ,76,371,32,30,Highly Active,No,
407308953719418880,TR,2013-12-02,@_1283_ senin kalbin curuk ööö uykusu var onun o kadar hıh... yolla bakalim seninki nasil bakiooo,0,0,1,0,0,0,Anger,Negative,US,181,205,15,97,Moderately Active,Yes,
407343343018852352,ID,2013-12-02,"@anggunAWZ baiklahh,nanti kt kbr2in lg klo ke plmbng,thanks ya anggun :)",0,0,1,0,0,0,Joy,Neutral,AG,765,267,100,72,Moderately Active,Yes,
407516794404864001,MY,2013-12-02,"Standard apabila sudah peroleh nama baik, bermatian untuk kekalkan status tersebut daripada bermatian untuk ke hadapan dengan idea baru",0,1,0,1,0,0,Joy,Positive,SY,902,408,126,135,Highly Active,Yes,
407518023101460480,TR,2013-12-02,2011 2012 sampiyonlugunun buyuk emektarlarindan tomas ujfalusi emekli olmus futbolu birakmis futbola kattigi guzelliklerden dolayi tebrikler,0,0,1,0,0,0,Neutral,Neutral,HK,215,496,232,140,Highly Active,No,
407541762862120960,RU,2013-12-02,"@liyenish я тоже хочу пройти этот тест,как это сделать?)",0,0,1,0,0,0,Joy,Positive,AR,684,143,284,56,Moderately Active,Yes,
407572179963109376,TR,2013-12-02,@cuneytozdemir dersanelerin kapatılması söz konusu değildir dedi hükümet sözcüsü abovv,0,0,1,0,0,0,Surprise,Positive,BG,685,453,203,86,Rarely Active,No,
407588483486982144,GB,2013-12-02,@milliealicexx we should so something bab x,1,0,0,0,0,0,Sadness,Positive,PA,600,495,246,43,Moderately Active,Yes,
407619084885716993,ES,2013-12-02,"Puues eso , que aun no he empezado con sociales",0,0,1,0,0,0,Fear,Neutral,NO,696,69,224,47,Rarely Active,No,
407686420376346624,US,2013-12-03,"I don't know what's harder to tolerate, Stuart Scott's staring problem or @jbuke 'a studder",1,0,0,0,0,0,Sadness,Positive,TZ,875,117,145,91,Highly Active,No,
407748559061401600,ZA,2013-12-03,"What shall we then say to these things? If God be for us, who can be against us? --Romans 8:31",1,0,0,0,0,0,Fear,Positive,PR,385,332,111,94,Rarely Active,No,
407915907659206658,MX,2013-12-03,Da tienda a lo que sientes si no lo haces mala suerte,0,0,1,0,0,0,Anger,Positive,AT,891,455,234,53,Moderately Active,Yes,
407918772373057536,JP,2013-12-03,@GeNtA10299 @yg_hshs なにがやねんw,0,0,1,0,0,0,Joy,Negative,TN,344,128,101,28,Moderately Active,No,
407947364641828864,BR,2013-12-03,Dps nao vem na minha ui,0,0,1,0,0,0,Neutral,Positive,CH,62,12,35,23,Moderately Active,No,
407953643678097409,US,2013-12-03,Failed chem test. Awesome.,1,0,0,0,0,0,Neutral,Neutral,LU,116,266,233,26,Highly Active,No,
407966209716396033,ID,2013-12-03,"Look like Lee Min Hoo. \@SMRookies_Intl: [OFFICIAL] SMROOKIES Facebook Update - TAE YONG [2] http://t.co/kTCTF14miV\""""",1,0,0,0,0,0,Anger,Negative,PR,748,320,284,118,Moderately Active,No,
407978335579668482,CL,2013-12-03,@SwaggyEggo aaahhh!!! No fue la misma preegunta entonces. No me acuerdo de haber visto SanAntonio en las alternativas,0,0,1,0,0,0,Joy,Positive,OM,213,153,179,117,Highly Active,No,
408058572358942722,US,2013-12-04,@baxterschmidt preachin!!,1,0,0,0,0,0,Joy,Negative,GH,26,337,0,25,Moderately Active,Yes,
408112758857555968,MX,2013-12-04,@jessicasauceda2HL HAHAHAHAHA no soy falso,0,0,1,0,0,0,Joy,Positive,HK,221,493,239,42,Highly Active,Yes,
408128588157026304,US,2013-12-04,"I guess I'm watching fantastic mr, fox to sleep",1,0,0,0,0,0,Sadness,Positive,QA,346,418,176,47,Rarely Active,Yes,
408157235127152640,ID,2013-12-04,"Alhamdulillah hujan badai kemarin bawa rejeki,,, jangkar nyangkut jangkar,,,… (at Port of Teluk Bayur) [pic] — https://t.co/z9sHHwD5P6",0,0,1,0,0,0,Sadness,Neutral,BH,592,425,133,134,Moderately Active,No,
408164541764485120,BR,2013-12-04,"mal humor se estendeu, ñ to nada bem, e ainda tem prova pra me alegrar mais, bom ainda bem q estudei.",0,0,1,0,0,0,Joy,Positive,PT,219,61,197,101,Moderately Active,Yes,
408241104610275328,ID,2013-12-04,Halo helooo @ramditaamalia,0,1,0,0,0,0,Surprise,Neutral,NZ,128,275,181,26,Rarely Active,Yes,
408298159455350785,US,2013-12-04,@ltaylor1111 yeah yeah 😒,0,1,0,0,0,0,Anger,Neutral,TH,291,17,242,24,Moderately Active,No,
408305692526006272,US,2013-12-04,2 more American lit classes,1,0,0,0,0,0,Sadness,Positive,AT,469,307,237,27,Highly Active,No,
408406725038178304,US,2013-12-05,Yo aguanto pero cuando exploto es lo peor… te importe o no,0,0,1,0,0,0,Sadness,Positive,IE,749,418,34,58,Moderately Active,Yes,
408416724158251008,US,2013-12-05,@BBenton22 what'd he do?,1,0,0,0,0,0,Sadness,Positive,CH,150,328,185,24,Moderately Active,Yes,
408570034215477248,US,2013-12-05,What Color Should I Paint My http://t.co/tWzunNXwbu,1,0,0,0,0,0,Sadness,Neutral,ZM,223,238,120,51,Highly Active,No,
408620726863003648,BR,2013-12-05,Limiteee llegaaa,0,0,1,0,0,0,Disgust,Negative,SE,339,88,48,16,Highly Active,Yes,
408621259183128576,BR,2013-12-05,@bastostaty eu tb,0,0,1,0,0,0,Joy,Positive,JP,734,419,252,17,Rarely Active,Yes,
408632877664858115,US,2013-12-05,"\@abbbbbays: @AmberSchleben I can tell you why\"" no you can't ! lol""",1,0,0,0,0,0,Disgust,Positive,BR,982,179,282,68,Moderately Active,Yes,
408633816962854912,RU,2013-12-05,I'm at Конференц-зал МГИМО (Москва) http://t.co/lOM4S0PPRW,1,0,0,0,0,1,Anger,Positive,PH,792,36,243,58,Moderately Active,Yes,
408666788709539840,TR,2013-12-05,: 1P 4:40   Türkiye  Galatasaray Liv Hospital   11 - 8    Unicaja Malaga,0,0,1,0,0,0,Neutral,Negative,HR,324,28,289,72,Highly Active,No,
408794924575109121,BR,2013-12-06,Aaaaaaaaaaaaaaaah que calor!!!!! Vou pra piscina bjss,0,0,1,0,0,0,Anger,Positive,XK,718,267,136,53,Highly Active,No,
408818173538869249,US,2013-12-06,@DJBakOnTrack you save it at the bottom??,1,0,0,0,0,0,Sadness,Positive,GI,975,181,238,41,Rarely Active,Yes,
408862574424240129,US,2013-12-06,I am a queen.,1,0,0,0,0,0,Anger,Neutral,AM,541,149,261,13,Highly Active,No,
408890898664402944,TR,2013-12-06,@HafizeKoal hahahaha benimm yaptığım seylernn haddi hesabı yokkk beehhh :):)))),0,0,1,0,0,0,Joy,Negative,NI,763,154,189,79,Moderately Active,No,
408920212541808640,US,2013-12-06,Finally Friday.,1,0,0,0,0,0,Sadness,Neutral,SV,788,315,180,15,Moderately Active,Yes,
408928668342562816,US,2013-12-06,#mtvstars Justin Bieber !!!!,0,1,0,0,1,0,Disgust,Positive,NE,6,219,247,28,Moderately Active,Yes,
408961899699904512,MY,2013-12-06,broga hill fr tomorrow♦,1,0,0,0,0,0,Surprise,Positive,TN,969,103,127,23,Moderately Active,No,
409057647242276864,BR,2013-12-06,Eu te amo tanto... @ bebê mais gostoso de todos! http://t.co/skYEhOML0A,0,0,1,0,0,0,Anger,Positive,MY,345,481,66,71,Moderately Active,Yes,
409130779248041984,MX,2013-12-07,#ViernesDeGanarSeguidores pondre mi avatar de vin disel para q todos me den follow :( hahaha,0,0,1,0,0,0,Sadness,Positive,SE,651,276,129,92,Moderately Active,No,
409144280842645504,US,2013-12-07,Witnessed a lady about to strangle a cashier at @Walmart. So there's that.,1,0,0,0,0,0,Joy,Negative,KW,874,266,211,74,Highly Active,Yes,
409257560332447744,ID,2013-12-07,"UMY, Gamping sedang hujan  @UMYogya @infoUMY @Jogja24Jam \n#info",0,0,1,0,0,0,Anger,Positive,PA,302,299,36,64,Highly Active,Yes,
409296903042387968,JP,2013-12-07,@o0hayate0o 網中でマットひくw,0,0,1,0,0,0,Sadness,Positive,US,670,27,11,21,Moderately Active,Yes,
409385520083374080,MY,2013-12-07,奬門人😂😂,0,0,1,0,0,0,Surprise,Positive,LK,152,377,129,5,Rarely Active,Yes,
409444869753815040,ES,2013-12-07,"Pf, que mal sin el wa",0,0,1,0,0,0,Anger,Positive,CM,858,77,57,21,Moderately Active,Yes,
409465732028563456,CL,2013-12-07,@jonathan1789j asi me gusta !! Gente positiva ...y no esos que se amargan por todo . :) me caes bien chico . ;),0,0,1,0,0,0,Sadness,Positive,BY,457,153,1,111,Rarely Active,Yes,
409466898175123456,ID,2013-12-07,@anggraeniJP gimana semalem? Lancar?wkwk,0,0,1,0,0,0,Joy,Neutral,JM,341,4,144,40,Moderately Active,Yes,
409492374327676928,TR,2013-12-08,Isvicre de bilim adamligi babadan ogulami geciyor acaba???,0,0,1,0,0,0,Sadness,Negative,NP,231,330,21,58,Highly Active,Yes,
409512398144278528,US,2013-12-08,"\@Cosmopolitan: 14 things you just shouldn't say to a Latina: http://t.co/aG3J7fRkT4 http://t.co/oDQNPrMt4t\"" some of you take note!""",1,0,0,0,0,0,Joy,Positive,BA,920,252,258,133,Moderately Active,No,
409607033877712896,TR,2013-12-08,Mk su twitleri RT yapacaginiza sanki.kendi yaratilicigizmis gibi paylasmiyomusnuz..Egonuzu S2M...,0,0,1,0,0,0,Neutral,Positive,TR,885,224,260,97,Rarely Active,No,
409644837278085120,TR,2013-12-08,Neden hayallere giden yol okuldan geçiyo,0,0,1,0,0,0,Anger,Positive,IQ,365,205,91,40,Moderately Active,Yes,
409718661067599873,BR,2013-12-08,@lorepvcs ❤️❤️❤️ essa musica é lindinha demais!!!,0,0,1,0,0,0,Disgust,Negative,GB,890,163,179,49,Moderately Active,Yes,
409750760269033472,US,2013-12-08,@breannawalker15 I'm just messing with you lol! I'm all good,1,0,0,0,0,0,Surprise,Neutral,UA,533,185,210,60,Highly Active,Yes,
409758842592198656,NL,2013-12-08,@GekkeSomaa HAHAHAHAHA isgoed kom er aan ',0,0,1,0,0,0,Anger,Negative,PK,894,331,34,42,Highly Active,No,
409828497386143744,BR,2013-12-08,Conta comigo sempre! Te amo parceiro!  @ Instituto Denizard Rivail Sede http://t.co/aP5C9hCVco,0,0,1,0,0,0,Joy,Positive,AM,586,268,39,97,Highly Active,No,
409875981344583680,US,2013-12-09,Setting up for Christmas. And here's the wintermute http://t.co/6HoUgyvA5k,1,0,0,0,0,0,Anger,Positive,TW,718,397,285,74,Moderately Active,Yes,
409884629999833088,CL,2013-12-09,Bueno solo queria decirte q te extraño muchísimo y q nada es lo mismo y la única forma en q puedo dormir en paz es sedado x alcohol.,0,0,1,0,0,0,Joy,Neutral,NI,951,280,213,132,Highly Active,Yes,
409917869816700929,US,2013-12-09,December 12 &gt;,0,1,0,0,0,0,Fear,Positive,MQ,800,171,1,16,Highly Active,No,
409952749497761793,US,2013-12-09,@NikkieFuentes or you learn Spanish!,1,0,0,0,0,0,Neutral,Positive,TR,892,13,249,36,Highly Active,Yes,
409983623798870016,MY,2013-12-09,Lepak minum luuuu!,0,0,1,0,0,0,Sadness,Negative,ID,743,120,60,18,Moderately Active,Yes,
410066083702247424,JP,2013-12-09,@bw2626 いや、がんばるよ(｀・ω´・)笑\n諦めたらそこで試合終了ですよ☆,0,0,1,0,0,0,Disgust,Positive,CO,75,262,264,41,Moderately Active,No,
410110614670172160,GB,2013-12-09,Way Home 👍,1,0,0,0,0,0,Sadness,Neutral,CO,425,378,80,10,Highly Active,Yes,
410166227169202176,US,2013-12-09,@Shampyxoxo should've never gotten snapchat,1,0,0,0,0,0,Neutral,Negative,RE,207,334,7,43,Highly Active,No,
410200678905032704,ID,2013-12-10,Hukum islammm,0,0,1,0,0,0,Disgust,Negative,LV,509,442,139,13,Rarely Active,No,
410255880488488960,US,2013-12-10,@HaiderBhatti4 wtf according to who? im numba 1 and you trail behind as 2,1,0,0,0,0,0,Disgust,Positive,NI,589,444,210,73,Moderately Active,Yes,
410297802481475584,FR,2013-12-10,J'ai trop mal dormis :(,0,0,1,0,0,0,Sadness,Negative,NG,480,437,46,23,Rarely Active,No,
410315489865244672,US,2013-12-10,Ew seriously,1,0,0,0,0,0,Joy,Neutral,TW,284,168,154,12,Highly Active,Yes,
410343025483980800,RU,2013-12-10,"Новый год пройдет,а там уже в следующем полугодии и видно будет все",0,0,1,0,0,0,Neutral,Positive,HR,687,9,80,67,Moderately Active,No,
410399208181493762,ID,2013-12-10,@NovieLova @LuQ_Astrid cie yg tinggal nunggu.. Haha :D,0,0,1,0,0,0,Sadness,Positive,JP,460,167,269,54,Rarely Active,No,
410458028798799872,US,2013-12-10,On the practice grounds with @Graeme_McDowell at Nona for @ECCO_GOLF day. #warm #pgatour #majorwinner http://t.co/Cp15D6PgVN,1,0,0,0,0,0,Neutral,Positive,PT,225,238,114,124,Rarely Active,No,
410530753970044928,ID,2013-12-10,Udh siap nihhhh,0,0,1,0,0,0,Joy,Neutral,CR,107,154,228,15,Highly Active,Yes,
410586139637338112,BR,2013-12-11,"Daí você fala alguma coisa, e não percebe que sua mãe tá ouvindo! Massa fofa ! Kkk",0,0,1,0,0,0,Joy,Positive,TT,853,160,113,82,Moderately Active,Yes,
410617542541983744,JP,2013-12-11,りーめんばー,0,0,1,0,0,0,Anger,Positive,TZ,860,286,136,6,Rarely Active,No,
410631794846072832,US,2013-12-11,"I wrote this. You know why. I would need your help. You will understand what you didn't know before, what you speculated, my side of it all.",1,0,0,0,0,0,Disgust,Neutral,CH,70,382,51,140,Rarely Active,Yes,
410677923667259392,US,2013-12-11,Hi.,0,1,0,0,0,0,Joy,Neutral,UZ,286,447,247,3,Rarely Active,Yes,
410683812377792512,GB,2013-12-11,@NogtheEmu how many surveys did you have to complete to enter those competitions eh?,1,0,0,0,0,0,Joy,Positive,HR,856,373,90,84,Moderately Active,Yes,
410689264998174720,GB,2013-12-11,Think I deserve a mcdonalds hot chocolate,1,0,0,0,0,0,Joy,Positive,QA,386,108,135,41,Moderately Active,Yes,
410709691216314368,US,2013-12-11,"If you want to know who your \true\"" friends are... look on the mirror.""",1,0,0,0,0,0,Surprise,Negative,PE,700,359,230,72,Moderately Active,No,
410868345203081217,ES,2013-12-11,PLC: es una tecnología que permite acceder a internet y crear una red en casa a una velocidad de hasta 40 HBPS a través de los cables de la+,1,0,0,0,0,0,Sadness,Neutral,GH,315,58,104,140,Moderately Active,Yes,
410929389128675328,TR,2013-12-12,"Ne gitmeyi biliyor, ne hakkimi veriyor tuzak dolu her yani ask aci.",0,0,1,0,0,0,Joy,Negative,AG,500,332,262,67,Highly Active,Yes,
411021583851851776,ID,2013-12-12,@CeritaPena setuju,0,0,1,0,0,0,Fear,Negative,IT,841,298,142,18,Highly Active,No,
411036335256788993,US,2013-12-12,@mitchythekid_VU no,0,1,0,0,0,0,Joy,Positive,NO,213,92,207,19,Moderately Active,Yes,
411114332521791488,US,2013-12-12,"\@ShitPussiesSay: Middle-finger up to the haterz http://t.co/NmLtiqNgz3\"" what  the fuck is that thing?""",1,0,0,0,0,0,Joy,Neutral,SY,581,279,50,104,Highly Active,Yes,
411197522510888961,GB,2013-12-12,"@KatieLouiseRx yeah, proved I know most of it as well #result",1,0,0,0,0,0,Fear,Positive,FJ,618,409,145,61,Rarely Active,Yes,
411250999865917440,BR,2013-12-12,"Diz que não se importa, mas faria de tudo pra ta do lado daquela pessoa;",0,0,1,0,0,0,Joy,Positive,CL,420,498,45,72,Highly Active,No,
411269274519744512,ES,2013-12-12,"Buenas noches y hasta mañana a tod@s mis followers , que descanseis bien #TwitterOff",0,0,1,0,0,0,Neutral,Positive,AG,26,456,159,84,Moderately Active,No,
411272894279614464,MY,2013-12-12,Yang pasti saya d sini bukan pigivmandi atau cuci kain la..haha (@ Kedai Kopi Sin Hin Donggongon) http://t.co/TLhXmszfSE,0,0,1,0,0,0,Joy,Positive,JM,500,134,260,120,Moderately Active,Yes,
411462124549177344,TR,2013-12-13,"Kişiye özel mutluluklarım var benim. Yalnız onun bildiği, yalnız ona yansıttığım..",0,0,1,0,0,0,Disgust,Positive,KW,670,325,292,82,Rarely Active,No,
411475466499809280,MY,2013-12-13,@DeeyaMilo ohhhh . . Ayam kenal jugak ehh haha . Emmm tuh laaa kan . Skng dah x jadi teman tapi mesra dah . Haluan masing masing . Haha,0,0,1,0,0,0,Anger,Positive,JO,486,63,209,135,Rarely Active,No,
411511629839609856,ID,2013-12-13,di gope kerokan buat beli permen biar dikate jajan kaya orang orang RT @dheanurmalitaa: Haha gaya (cont) http://t.co/dTQiORkdAQ,0,0,1,0,0,0,Sadness,Positive,BG,53,62,188,127,Moderately Active,No,
411548229256642560,US,2013-12-13,At #roots13 today? @MikeMoschella is talking about awesome new things @nationbuilder is doing right now in rm 150B,1,0,0,0,0,0,Anger,Negative,CO,95,126,221,114,Rarely Active,Yes,
411566038392647680,US,2013-12-13,@MindTXControl he's working tonight ima be home I'm sick :(,1,0,0,0,0,0,Joy,Neutral,FI,601,360,99,59,Rarely Active,Yes,
411582643474804736,ES,2013-12-13,Me esta quedando rarísima la peluca. Espero no hacer demasiado el ridículo...,0,0,1,0,0,0,Fear,Neutral,PA,975,134,20,77,Highly Active,Yes,
411607511595487232,TR,2013-12-13,I'm at Kadıköy - @kadikoybelediye w/ @cagrizma http://t.co/2AcDjPvO9t,1,0,0,0,0,1,Anger,Positive,MA,258,215,57,69,Rarely Active,Yes,
411613299546288128,US,2013-12-13,@AshlynnCatalina Ewwww.... wtf! Poor you! Do like working there all in all?,1,0,0,0,0,0,Surprise,Negative,FJ,69,268,106,75,Moderately Active,Yes,
411653451957821440,US,2013-12-14,It's coo tho ima do the same shit,1,0,0,0,0,0,Anger,Positive,YE,83,17,202,33,Moderately Active,Yes,
411681184343945216,BR,2013-12-14,Tan distante :(,0,0,1,0,0,0,Anger,Positive,MN,494,406,184,15,Moderately Active,Yes,
411699526185934849,US,2013-12-14,"\Yeah, she blew off their date to go to a leggings party.\"" Listened to this convo happen at the mall earlier. #what #provoprobs""",1,0,0,0,0,0,Joy,Negative,BR,28,143,146,129,Moderately Active,Yes,
411837975874797568,JP,2013-12-14,"I'm at 豊洲駅 (Toyosu Sta.) (江東区, 東京都) https://t.co/NY2UYLFree",1,0,0,0,0,1,Joy,Neutral,RU,944,77,172,59,Rarely Active,No,
411862441241632768,GB,2013-12-14,The posh bench is unbelievable for League 1 #talent,1,0,0,0,0,0,Neutral,Negative,VC,810,433,261,51,Moderately Active,Yes,
411863489779884032,BR,2013-12-14,I'm at ALL IN Cardio &amp; Fitness (Asunción) http://t.co/sRdwQNv5M8,1,0,0,0,0,1,Joy,Negative,BY,100,150,277,68,Highly Active,No,
411972340663066625,US,2013-12-14,Seriously craving homemade tamales,1,0,0,0,0,0,Anger,Positive,BW,532,149,278,34,Rarely Active,No,
411994478132854784,US,2013-12-14,Jeffs newest tat by the amazing diavolo_bello .. #scorpioaries #bestartistever #bodyart #anniversary… http://t.co/zAF6XRLI7L,1,0,0,0,0,0,Sadness,Positive,VN,137,91,269,124,Highly Active,No,
412018507011067904,TR,2013-12-15,#GeceOnlineOlanlar bütün bi hafta sabah erken kalkmamak için uğraşanlar,0,0,1,0,0,0,Anger,Positive,MA,717,283,0,71,Moderately Active,No,
412022831493709825,MY,2013-12-15,"I'm at Seri Kembangan (Seri Kembangan, Selangor) http://t.co/oGJ3P38YoF",1,0,0,0,0,1,Surprise,Neutral,CL,867,149,166,71,Rarely Active,Yes,
412041659921469440,GB,2013-12-15,We drink wine with diamonds in the glass @Pink,1,0,0,0,0,0,Fear,Negative,NI,909,312,224,46,Moderately Active,Yes,
412092763115507712,ID,2013-12-15,Masihh ada :',0,0,1,0,0,0,Anger,Neutral,CL,192,250,273,13,Moderately Active,No,
412201890756431872,ES,2013-12-15,@alvaroreinadj Alvaro eres malo. No has visto nuestra foto :( ¡Pues miraaaa! http://t.co/HjcU5WGPnQ,0,0,1,0,0,0,Joy,Positive,MP,626,125,55,99,Moderately Active,Yes,
